booking_id,customer_id,driver_id,booking_datetime,booking_date,booking_hour,day_of_week,is_weekend,is_peak_hour,pickup_zone,pickup_zone_type,dropoff_zone,dropoff_zone_type,distance_km,estimated_trip_duration_min,vehicle_type,payment_method,customer_segment,customer_rating,driver_rating,nearby_driver_count,driver_eta_min,weather,is_raining,traffic_level,surge_multiplier,promo_applied,promo_discount_sgd,estimated_fare_sgd,device_os,app_version,previous_customer_cancellations,booking_status,customer_cancelled,cancel_time_after_booking_min,cancel_reason,actual_pickup_wait_min,actual_trip_duration_min,final_fare_sgd
BK2026003858,C102897,D50576,2026-03-11 17:48:53,2026-03-11,17,Wednesday,0,1,Ang Mo Kio,Residential,Serangoon,Residential,9.99,17.9,JustGrab,Cash,Occasional,4.46,4.93,7,5.1,Clear,0,Medium,1.29,0,0,19.48,Android,Current,3,Completed,0,,Not Cancelled,11.4,21.1,18.55
BK2026005862,C101199,D50531,2026-04-15 22:27:49,2026-04-15,22,Wednesday,0,0,Punggol,Residential,Clementi,Residential/Student,9.7,27.8,JustGrab,Card,Occasional,4.37,4.93,3,18.0,Light Rain,1,High,1.19,0,0,19.26,iOS,Current,1,Customer Cancelled,1,6.1,Changed mind,,,
BK2026003146,C102744,D51266,2026-02-26 12:50:32,2026-02-26,12,Thursday,0,0,Woodlands,Residential,Sentosa,Leisure,14.3,29.8,JustGrab,Card,Regular,4.21,4.83,11,2.5,Clear,0,Low,1.0,0,0,22.39,Android,Current,0,Completed,0,,Not Cancelled,3.4,32.3,23.14
BK2026003306,C102230,D51098,2026-03-01 12:50:29,2026-03-01,12,Sunday,1,0,Woodlands,Residential,Bukit Timah,Residential,4.31,9.9,GrabShare,Card,Regular,4.7,4.61,9,2.3,Clear,0,Medium,1.0,0,0,8.83,Android,Current,1,Completed,0,,Not Cancelled,5.9,7.2,8.44
BK2026003007,C102785,D51051,2026-02-24 08:22:21,2026-02-24,8,Tuesday,0,1,Yishun,Residential,Clementi,Residential/Student,12.49,25.2,JustGrab,Card,Regular,4.91,4.87,2,5.6,Cloudy,0,High,1.34,1,5,19.4,iOS,One version behind,0,Completed,0,,Not Cancelled,5.5,19.1,17.83
BK2026009002,C102742,D51254,2026-06-13 03:41:18,2026-06-13,3,Saturday,1,0,Ang Mo Kio,Residential,Changi,Airport,11.92,40.5,GrabShare,Card,Occasional,4.8,4.68,11,8.5,Heavy Rain,1,Severe,1.24,0,0,21.85,Android,Current,0,Completed,0,,Not Cancelled,9.1,38.0,22.45
BK2026007771,C101180,D50972,2026-05-21 04:29:54,2026-05-21,4,Thursday,0,0,Punggol,Residential,Sentosa,Leisure,25.4,39.8,GrabCar Plus,GrabPay,Regular,4.68,4.94,11,9.9,Clear,0,Medium,1.0,0,0,44.58,Android,Current,1,Completed,0,,Not Cancelled,11.7,34.9,44.33
BK2026007439,C103057,D51108,2026-05-15 04:25:11,2026-05-15,4,Friday,0,0,Jurong East,Residential/Commercial,Punggol,Residential,15.85,28.4,GrabCar Plus,Card,Occasional,4.62,4.83,6,7.0,Light Rain,1,Low,1.06,0,0,31.02,iOS,Current,0,Completed,0,,Not Cancelled,5.4,26.2,31.92
BK2026007943,C102822,D51099,2026-05-24 15:19:36,2026-05-24,15,Sunday,1,0,Yishun,Residential,Queenstown,Residential,1.78,4.5,GrabFamily,Cash,Occasional,4.99,4.77,6,11.1,Light Rain,1,High,1.14,0,0,7.07,iOS,Outdated,0,Customer Cancelled,1,4.2,Fare too high,,,
BK2026009239,C101386,D50150,2026-06-17 21:11:18,2026-06-17,21,Wednesday,0,0,Punggol,Residential,Yishun,Residential,3.32,5.3,GrabFamily,Card,Regular,4.54,4.81,9,6.2,Light Rain,1,Medium,1.14,0,0,9.52,Android,One version behind,0,Completed,0,,Not Cancelled,7.7,7.3,8.08
BK2026001057,C100782,D50225,2026-01-20 08:54:46,2026-01-20,8,Tuesday,0,1,Marina Bay,Business/Leisure,Ang Mo Kio,Residential,8.63,19.1,GrabShare,GrabPay,Regular,4.83,4.7,7,7.1,Clear,0,High,1.26,0,0,15.8,Android,Current,0,Completed,0,,Not Cancelled,9.6,24.8,14.48
BK2026003155,C103153,D50368,2026-02-26 14:24:26,2026-02-26,14,Thursday,0,0,Tampines,Residential,Changi,Airport,17.59,38.3,JustGrab,GrabPay,New,4.63,4.96,16,12.4,Light Rain,1,Medium,1.12,0,0,29.08,Android,Current,0,Completed,0,,Not Cancelled,10.9,42.9,29.39
BK2026003788,C102789,D50305,2026-03-10 15:38:01,2026-03-10,15,Tuesday,0,0,Punggol,Residential,CBD,Business,8.39,15.7,JustGrab,Card,Regular,4.61,4.91,12,3.3,Cloudy,0,High,1.0,0,0,14.49,iOS,Outdated,0,Completed,0,,Not Cancelled,4.9,14.0,16.82
BK2026009190,C102872,D51205,2026-06-16 19:58:27,2026-06-16,19,Tuesday,0,1,Marina Bay,Business/Leisure,Queenstown,Residential,9.99,16.1,JustGrab,Cash,New,4.64,4.92,8,9.0,Clear,0,Medium,1.31,0,0,19.47,iOS,One version behind,1,Customer Cancelled,1,6.8,Found alternative transport,,,
BK2026007826,C101675,D50558,2026-05-22 09:03:15,2026-05-22,9,Friday,0,1,Serangoon,Residential,Bukit Timah,Residential,11.4,23.0,JustGrab,GrabPay,Occasional,4.65,4.94,4,1.7,Clear,0,High,1.31,0,0,22.24,Android,Current,0,Completed,0,,Not Cancelled,7.2,26.5,20.69
BK2026007540,C101573,D51091,2026-05-16 23:28:30,2026-05-16,23,Saturday,1,0,Tampines,Residential,Woodlands,Residential,5.6,11.7,GrabCar,Corporate,Occasional,4.38,4.62,6,6.2,Cloudy,0,Low,1.0,0,0,11.55,iOS,Current,0,Completed,0,,Not Cancelled,8.5,11.8,11.98
BK2026007232,C101063,D51446,2026-05-11 09:17:51,2026-05-11,9,Monday,0,1,Tampines,Residential,Queenstown,Residential,8.53,12.6,JustGrab,GrabPay,Regular,4.33,4.73,1,10.9,Cloudy,0,Low,1.1,1,3,12.16,Android,Outdated,2,Completed,0,,Not Cancelled,9.7,10.1,10.92
BK2026000765,C102367,D50757,2026-01-14 12:06:05,2026-01-14,12,Wednesday,0,0,CBD,Business,Marina Bay,Business/Leisure,18.13,29.8,GrabShare,Card,Occasional,4.45,4.5,9,5.4,Cloudy,0,Low,1.0,0,0,23.56,iOS,Current,0,Completed,0,,Not Cancelled,11.6,32.3,26.29
BK2026005020,C101636,D51122,2026-04-01 12:12:07,2026-04-01,12,Wednesday,0,0,Serangoon,Residential,Bukit Timah,Residential,10.56,23.2,JustGrab,Card,Occasional,4.78,4.81,4,4.2,Clear,0,Medium,1.0,0,0,17.67,iOS,Current,1,Completed,0,,Not Cancelled,8.1,21.3,17.09
BK2026004904,C100791,D50429,2026-03-30 08:49:48,2026-03-30,8,Monday,0,1,Jurong East,Residential/Commercial,Changi,Airport,23.88,50.1,GrabCar Plus,GrabPay,Regular,4.67,4.55,3,4.5,Clear,0,Medium,1.09,0,0,46.71,iOS,One version behind,2,Completed,0,,Not Cancelled,5.4,51.7,46.03
BK2026008094,C102778,D51383,2026-05-27 08:07:45,2026-05-27,8,Wednesday,0,1,Clementi,Residential/Student,Woodlands,Residential,3.95,7.2,JustGrab,Card,Regular,5.0,4.92,3,6.4,Clear,0,High,1.12,0,0,9.31,iOS,Current,1,Completed,0,,Not Cancelled,7.5,3.0,9.97
BK2026006844,C102950,D50977,2026-05-04 11:31:59,2026-05-04,11,Monday,0,0,CBD,Business,Sentosa,Leisure,11.3,24.2,GrabCar Plus,Cash,Occasional,4.8,4.96,14,5.1,Cloudy,0,High,1.0,0,0,22.72,iOS,Current,1,Completed,0,,Not Cancelled,4.4,26.2,24.2
BK2026002166,C102958,D50556,2026-02-09 00:36:30,2026-02-09,0,Monday,0,0,Clementi,Residential/Student,Queenstown,Residential,9.81,13.6,GrabCar Plus,GrabPay,Regular,4.41,4.67,13,7.5,Clear,0,Low,1.0,0,0,19.34,iOS,Current,0,Completed,0,,Not Cancelled,11.0,12.8,18.46
BK2026001863,C100352,D51317,2026-02-03 14:40:40,2026-02-03,14,Tuesday,0,0,Orchard,Retail,Marina Bay,Business/Leisure,9.3,20.1,GrabCar Plus,Card,Occasional,5.0,4.58,7,3.3,Clear,0,Medium,1.0,0,0,19.39,Android,Current,1,Customer Cancelled,1,0.8,Driver took too long,,,
BK2026007851,C101813,D50671,2026-05-22 21:06:55,2026-05-22,21,Friday,0,0,Jurong East,Residential/Commercial,Marina Bay,Business/Leisure,9.58,18.0,GrabCar,GrabPay,Regular,4.56,4.96,10,6.2,Clear,0,High,1.0,0,0,16.82,Android,Current,0,Completed,0,,Not Cancelled,3.4,11.6,18.06
BK2026009124,C100128,D50054,2026-06-15 11:46:47,2026-06-15,11,Monday,0,0,Yishun,Residential,Clementi,Residential/Student,5.49,12.7,JustGrab,Cash,Regular,4.22,5.0,10,8.4,Light Rain,1,High,1.26,0,0,12.59,iOS,Current,0,Completed,0,,Not Cancelled,9.9,15.2,11.49
BK2026002341,C103012,D50131,2026-02-12 12:41:09,2026-02-12,12,Thursday,0,0,Sentosa,Leisure,Queenstown,Residential,14.2,32.4,JustGrab,Cash,Regular,4.92,5.0,6,4.6,Cloudy,0,High,1.0,1,5,17.6,iOS,Current,0,Completed,0,,Not Cancelled,6.4,32.9,16.15
BK2026005528,C102352,D50237,2026-04-10 10:38:46,2026-04-10,10,Friday,0,0,CBD,Business,Sentosa,Leisure,15.32,34.8,GrabCar,GrabPay,Occasional,4.7,4.53,10,1.3,Cloudy,0,Medium,1.0,0,0,25.35,iOS,Current,0,Customer Cancelled,1,0.4,Fare too high,,,
BK2026006744,C101134,D50325,2026-05-02 19:24:23,2026-05-02,19,Saturday,1,1,Serangoon,Residential,Yishun,Residential,10.2,29.3,GrabCar,Corporate,Regular,4.41,4.67,7,17.4,Heavy Rain,1,Severe,1.56,1,8,17.36,Android,One version behind,0,Customer Cancelled,1,6.4,Fare too high,,,
BK2026004004,C102940,D51334,2026-03-14 04:29:31,2026-03-14,4,Saturday,1,0,Orchard,Retail,Punggol,Residential,26.66,48.1,GrabShare,GrabPay,New,4.49,4.77,9,1.0,Clear,0,Medium,1.0,0,0,33.37,iOS,Current,1,Customer Cancelled,1,2.2,App or payment issue,,,
BK2026001124,C103150,D50051,2026-01-21 12:00:18,2026-01-21,12,Wednesday,0,0,Marina Bay,Business/Leisure,Queenstown,Residential,3.12,6.2,JustGrab,Corporate,Regular,4.52,4.5,17,17.7,Light Rain,1,Medium,1.07,0,0,8.05,Android,Current,1,Completed,0,,Not Cancelled,21.2,6.2,6.28
BK2026008710,C100384,D50109,2026-06-07 20:19:47,2026-06-07,20,Sunday,1,1,Sentosa,Leisure,Tampines,Residential,9.82,15.6,GrabCar,Card,New,4.55,4.93,4,7.3,Clear,0,Medium,1.19,0,0,18.92,iOS,Current,0,Customer Cancelled,1,1.8,Found alternative transport,,,
BK2026004050,C102702,D50069,2026-03-15 03:07:01,2026-03-15,3,Sunday,1,0,Changi,Airport,CBD,Business,16.79,28.0,JustGrab,GrabPay,Regular,4.77,4.8,7,4.1,Cloudy,0,Medium,1.0,0,0,24.79,iOS,Outdated,0,Completed,0,,Not Cancelled,6.2,27.3,24.25
BK2026007641,C102995,D50301,2026-05-18 19:16:54,2026-05-18,19,Monday,0,1,Tampines,Residential,Jurong East,Residential/Commercial,5.19,8.9,GrabCar,Card,Occasional,4.72,4.87,2,15.1,Cloudy,0,Medium,1.23,0,0,12.11,iOS,Current,2,Completed,0,,Not Cancelled,18.9,8.3,11.54
BK2026000766,C102328,D50343,2026-01-14 12:12:18,2026-01-14,12,Wednesday,0,0,Ang Mo Kio,Residential,Bukit Timah,Residential,3.7,9.2,GrabCar,GrabPay,Regular,4.85,5.0,10,10.1,Cloudy,0,Severe,1.23,0,0,10.06,iOS,Current,0,Completed,0,,Not Cancelled,7.3,10.6,9.1
BK2026002345,C101076,D50821,2026-02-12 14:14:23,2026-02-12,14,Thursday,0,0,Clementi,Residential/Student,Tampines,Residential,1.72,4.7,JustGrab,Corporate,Regular,4.8,4.65,9,4.6,Clear,0,Severe,1.16,0,0,6.46,iOS,Current,0,Customer Cancelled,1,2.0,Driver took too long,,,
BK2026004072,C100214,D50388,2026-03-15 18:34:40,2026-03-15,18,Sunday,1,1,Bukit Timah,Residential,Orchard,Retail,9.16,19.9,JustGrab,Card,Occasional,4.73,4.89,4,7.8,Clear,0,High,1.26,0,0,18.31,iOS,Outdated,0,Completed,0,,Not Cancelled,10.7,19.1,18.2
BK2026007217,C102239,D50890,2026-05-11 04:13:02,2026-05-11,4,Monday,0,0,Ang Mo Kio,Residential,Orchard,Retail,4.16,7.8,JustGrab,Card,High Value,4.88,4.79,7,5.2,Cloudy,0,High,1.0,0,0,9.1,iOS,One version behind,0,No Show,0,,Not Cancelled,,,
BK2026004217,C102197,D51208,2026-03-18 03:16:16,2026-03-18,3,Wednesday,0,0,CBD,Business,Orchard,Retail,18.06,26.3,GrabFamily,Card,Occasional,4.94,4.47,9,1.6,Clear,0,Medium,1.0,0,0,31.23,Android,One version behind,0,Completed,0,,Not Cancelled,2.8,28.4,30.51
BK2026007953,C103167,D51358,2026-05-24 18:13:17,2026-05-24,18,Sunday,1,1,Queenstown,Residential,CBD,Business,5.25,9.7,JustGrab,GrabPay,Regular,4.6,4.62,8,4.3,Cloudy,0,Low,1.23,0,0,11.74,Android,Current,0,Completed,0,,Not Cancelled,4.1,11.7,10.42
BK2026005971,C101966,D51209,2026-04-18 00:43:30,2026-04-18,0,Saturday,1,0,Marina Bay,Business/Leisure,Serangoon,Residential,36.53,75.1,JustGrab,GrabPay,Occasional,4.29,4.61,9,4.4,Heavy Rain,1,Medium,1.19,1,2,56.46,iOS,Current,0,Completed,0,,Not Cancelled,8.2,79.7,57.32
BK2026003351,C103117,D50528,2026-03-02 09:12:31,2026-03-02,9,Monday,0,1,Changi,Airport,Yishun,Residential,15.26,26.8,GrabCar,Cash,Occasional,4.3,4.83,6,6.0,Clear,0,Medium,1.33,0,0,30.03,iOS,One version behind,1,Completed,0,,Not Cancelled,5.2,24.9,28.15
BK2026004696,C102158,D50893,2026-03-26 19:47:50,2026-03-26,19,Thursday,0,1,Serangoon,Residential,Jurong East,Residential/Commercial,6.29,13.4,GrabCar,Corporate,Occasional,4.9,4.47,8,9.1,Cloudy,0,Medium,1.06,0,0,12.97,Android,One version behind,1,Completed,0,,Not Cancelled,10.6,18.1,14.87
BK2026003400,C103003,D51188,2026-03-03 11:17:07,2026-03-03,11,Tuesday,0,0,Ang Mo Kio,Residential,CBD,Business,9.32,15.9,JustGrab,Cash,High Value,4.36,4.79,18,2.4,Cloudy,0,Medium,1.0,0,0,15.49,iOS,One version behind,1,Completed,0,,Not Cancelled,7.5,14.7,17.0
BK2026004082,C100086,D51269,2026-03-15 23:05:12,2026-03-15,23,Sunday,1,0,Changi,Airport,Marina Bay,Business/Leisure,26.49,47.5,GrabCar Plus,Card,Occasional,3.99,4.82,9,5.2,Light Rain,1,Low,1.22,0,0,55.31,iOS,Current,0,Customer Cancelled,1,1.2,Changed mind,,,
BK2026009150,C101806,D50742,2026-06-15 22:12:32,2026-06-15,22,Monday,0,0,Ang Mo Kio,Residential,Yishun,Residential,13.57,21.6,JustGrab,GrabPay,Regular,5.0,5.0,9,7.7,Cloudy,0,Low,1.0,1,5,15.64,Android,Current,0,Driver Cancelled,0,,Not Cancelled,,,
BK2026001225,C101385,D50769,2026-01-23 12:42:42,2026-01-23,12,Friday,0,0,Tampines,Residential,Tampines,Residential,3.03,4.1,JustGrab,Card,Regular,4.95,4.65,7,5.4,Cloudy,0,Low,1.0,0,0,7.47,Android,One version behind,0,Completed,0,,Not Cancelled,4.5,3.0,7.7
BK2026006293,C100534,D50316,2026-04-24 05:55:51,2026-04-24,5,Friday,0,0,Clementi,Residential/Student,Marina Bay,Business/Leisure,5.23,7.6,JustGrab,GrabPay,Occasional,4.22,4.95,7,3.9,Cloudy,0,Medium,1.0,0,0,10.2,iOS,Current,0,Completed,0,,Not Cancelled,3.8,3.0,9.84
BK2026003123,C102390,D50565,2026-02-26 04:16:42,2026-02-26,4,Thursday,0,0,CBD,Business,Orchard,Retail,12.52,19.1,JustGrab,Card,Regular,4.21,4.69,9,1.8,Clear,0,Low,1.0,0,0,19.24,iOS,Current,0,Completed,0,,Not Cancelled,5.0,8.6,19.84
BK2026000511,C101793,D51237,2026-01-09 19:19:40,2026-01-09,19,Friday,0,1,Queenstown,Residential,Orchard,Retail,6.34,8.9,JustGrab,Cash,Occasional,4.72,4.77,5,4.9,Clear,0,Low,1.19,0,0,12.79,Android,One version behind,0,Completed,0,,Not Cancelled,6.6,19.3,12.29
BK2026005795,C100461,D50909,2026-04-14 19:03:52,2026-04-14,19,Tuesday,0,1,Punggol,Residential,Orchard,Retail,5.77,12.1,GrabCar,Card,New,4.52,4.5,2,9.2,Clear,0,High,1.33,1,5,8.95,Android,Current,0,Customer Cancelled,1,12.1,Fare too high,,,
BK2026008182,C103098,D50242,2026-05-28 18:04:46,2026-05-28,18,Thursday,0,1,Orchard,Retail,Orchard,Retail,1.86,4.9,JustGrab,GrabPay,Occasional,4.82,4.9,7,5.4,Cloudy,0,High,1.16,0,0,6.65,Android,Current,3,Completed,0,,Not Cancelled,5.7,3.0,7.0
BK2026009418,C100208,D51143,2026-06-20 19:12:13,2026-06-20,19,Saturday,1,1,Jurong East,Residential/Commercial,Yishun,Residential,6.07,13.7,JustGrab,Card,New,4.62,4.8,8,6.4,Clear,0,Medium,1.22,1,5,8.22,Android,Current,2,Customer Cancelled,1,1.3,Found alternative transport,,,
BK2026000097,C101149,D51137,2026-01-02 14:02:53,2026-01-02,14,Friday,0,0,Ang Mo Kio,Residential,Queenstown,Residential,4.98,8.0,JustGrab,GrabPay,High Value,4.63,4.71,8,5.0,Clear,0,Medium,1.0,0,0,9.99,iOS,Current,1,Completed,0,,Not Cancelled,5.5,5.8,8.13
BK2026006682,C103048,D50715,2026-05-01 20:42:40,2026-05-01,20,Friday,0,1,Changi,Airport,Queenstown,Residential,22.68,45.5,GrabShare,Corporate,Regular,4.56,4.58,6,8.0,Clear,0,High,1.08,0,0,31.12,iOS,Current,0,Customer Cancelled,1,5.3,Changed mind,,,
BK2026001513,C100167,D50455,2026-01-28 14:38:15,2026-01-28,14,Wednesday,0,0,Clementi,Residential/Student,Marina Bay,Business/Leisure,6.91,11.4,JustGrab,Card,Regular,4.91,4.97,6,3.2,Clear,0,Medium,1.0,0,0,12.42,iOS,Current,1,Completed,0,,Not Cancelled,4.3,8.2,13.05
BK2026008792,C100631,D50679,2026-06-09 14:15:34,2026-06-09,14,Tuesday,0,0,CBD,Business,Marina Bay,Business/Leisure,12.82,25.4,GrabFamily,Card,Regular,5.0,4.68,11,9.1,Clear,0,Medium,1.0,1,2,22.08,Android,Outdated,1,Completed,0,,Not Cancelled,10.9,29.2,23.81
BK2026000120,C101525,D50089,2026-01-02 23:13:40,2026-01-02,23,Friday,0,0,Ang Mo Kio,Residential,Marina Bay,Business/Leisure,3.84,6.7,GrabCar,Cash,High Value,4.81,4.95,7,2.9,Clear,0,Medium,1.0,0,0,8.96,iOS,Current,0,Completed,0,,Not Cancelled,4.9,14.4,11.41
BK2026007792,C102674,D50075,2026-05-21 16:24:37,2026-05-21,16,Thursday,0,0,Changi,Airport,Punggol,Residential,12.6,23.7,GrabCar,Card,New,4.56,4.92,12,3.1,Cloudy,0,Medium,1.0,0,0,20.93,Android,One version behind,0,Completed,0,,Not Cancelled,2.3,23.9,21.86
BK2026006518,C100071,D50778,2026-04-28 14:08:15,2026-04-28,14,Tuesday,0,0,Sentosa,Leisure,Yishun,Residential,18.31,26.8,GrabCar,Card,Occasional,5.0,4.64,8,2.8,Clear,0,Low,1.0,0,0,27.78,iOS,Current,1,Completed,0,,Not Cancelled,3.0,22.3,28.59
BK2026000034,C102276,D50830,2026-01-01 14:58:06,2026-01-01,14,Thursday,0,0,Clementi,Residential/Student,Serangoon,Residential,6.69,9.7,JustGrab,GrabPay,Regular,4.82,4.58,8,11.3,Clear,0,Low,1.0,0,0,11.99,iOS,Current,0,Completed,0,,Not Cancelled,14.2,3.0,11.91
BK2026007888,C101728,D50377,2026-05-23 12:32:09,2026-05-23,12,Saturday,1,0,Tampines,Residential,Ang Mo Kio,Residential,6.89,16.7,JustGrab,Cash,High Value,4.73,4.77,3,1.0,Cloudy,0,High,1.0,0,0,13.04,Android,Current,0,Completed,0,,Not Cancelled,4.4,13.7,12.22
BK2026006831,C102531,D51140,2026-05-04 05:36:39,2026-05-04,5,Monday,0,0,Yishun,Residential,Ang Mo Kio,Residential,4.84,8.8,JustGrab,Card,New,4.17,4.89,4,2.4,Clear,0,Low,1.0,0,0,9.94,iOS,Current,0,Completed,0,,Not Cancelled,4.8,8.1,8.63
BK2026005422,C102277,D50125,2026-04-08 10:20:10,2026-04-08,10,Wednesday,0,0,Jurong East,Residential/Commercial,Sentosa,Leisure,12.09,17.5,JustGrab,Card,Regular,4.49,4.66,2,5.9,Cloudy,0,Low,1.0,0,0,18.59,iOS,Current,0,Completed,0,,Not Cancelled,9.0,13.8,19.26
BK2026001069,C101861,D50767,2026-01-20 12:52:34,2026-01-20,12,Tuesday,0,0,Woodlands,Residential,Ang Mo Kio,Residential,14.93,22.1,GrabCar,Cash,Regular,4.01,4.62,6,6.7,Clear,0,Low,1.0,1,2,21.38,iOS,Current,0,Completed,0,,Not Cancelled,6.7,14.9,24.11
BK2026001348,C101487,D51295,2026-01-25 22:35:56,2026-01-25,22,Sunday,1,0,Woodlands,Residential,Orchard,Retail,37.87,50.1,JustGrab,Cash,Occasional,4.49,4.76,8,3.2,Clear,0,Low,1.0,0,0,49.58,iOS,Current,0,No Show,0,,Not Cancelled,,,
BK2026004748,C102712,D51101,2026-03-27 15:57:34,2026-03-27,15,Friday,0,0,CBD,Business,Ang Mo Kio,Residential,5.45,13.3,GrabCar,GrabPay,Regular,4.69,5.0,9,1.4,Clear,0,High,1.0,0,0,11.58,iOS,Current,0,Completed,0,,Not Cancelled,4.4,4.7,12.08
BK2026006006,C101333,D50836,2026-04-18 14:41:50,2026-04-18,14,Saturday,1,0,Clementi,Residential/Student,Changi,Airport,16.05,30.1,GrabCar,Card,Occasional,5.0,4.7,6,7.4,Clear,0,High,1.0,1,2,23.61,iOS,One version behind,1,Completed,0,,Not Cancelled,12.5,32.3,23.97
BK2026006040,C102712,D50394,2026-04-19 03:47:10,2026-04-19,3,Sunday,1,0,Serangoon,Residential,Woodlands,Residential,4.74,8.2,JustGrab,GrabPay,High Value,4.76,4.88,6,5.6,Clear,0,Low,1.0,1,3,6.76,iOS,Current,0,Completed,0,,Not Cancelled,8.6,8.8,7.97
BK2026003818,C101238,D50921,2026-03-11 02:40:14,2026-03-11,2,Wednesday,0,0,Marina Bay,Business/Leisure,Tampines,Residential,16.23,31.2,JustGrab,Corporate,Regular,4.69,4.62,13,11.3,Light Rain,1,High,1.2,0,0,27.99,iOS,Current,1,Completed,0,,Not Cancelled,16.0,25.7,27.42
BK2026008447,C101443,D51226,2026-06-02 08:43:32,2026-06-02,8,Tuesday,0,1,Ang Mo Kio,Residential,Jurong East,Residential/Commercial,10.19,26.3,GrabCar,Cash,Occasional,4.69,4.72,3,6.6,Clear,0,High,1.21,0,0,20.94,iOS,Current,1,Completed,0,,Not Cancelled,9.0,23.1,19.2
BK2026005270,C100110,D50529,2026-04-05 13:32:50,2026-04-05,13,Sunday,1,0,Jurong East,Residential/Commercial,CBD,Business,7.34,12.3,GrabCar,GrabPay,Occasional,4.93,4.62,9,3.2,Cloudy,0,Medium,1.0,0,0,13.6,Android,Current,0,Completed,0,,Not Cancelled,7.8,16.9,12.49
BK2026006898,C103010,D50437,2026-05-05 12:39:27,2026-05-05,12,Tuesday,0,0,CBD,Business,Woodlands,Residential,13.19,29.1,JustGrab,GrabPay,Occasional,4.57,4.58,12,4.8,Light Rain,1,High,1.16,0,0,23.36,iOS,Current,1,Completed,0,,Not Cancelled,9.9,26.9,22.96
BK2026005310,C100847,D50947,2026-04-06 09:04:33,2026-04-06,9,Monday,0,1,Yishun,Residential,CBD,Business,13.29,38.4,JustGrab,Card,Occasional,5.0,4.88,10,15.5,Heavy Rain,1,High,1.18,0,0,24.87,iOS,Outdated,2,Completed,0,,Not Cancelled,17.8,32.5,25.96
BK2026000032,C102190,D50835,2026-01-01 13:31:35,2026-01-01,13,Thursday,0,0,Orchard,Retail,Clementi,Residential/Student,6.45,14.6,JustGrab,GrabPay,Regular,4.6,4.92,9,5.0,Clear,0,Medium,1.0,0,0,12.32,Android,Current,0,Customer Cancelled,1,8.5,Fare too high,,,
BK2026005675,C101282,D51207,2026-04-12 18:12:00,2026-04-12,18,Sunday,1,1,Clementi,Residential/Student,Serangoon,Residential,2.3,6.4,GrabCar,GrabPay,Regular,4.78,4.99,6,14.5,Cloudy,0,Severe,1.48,0,0,8.43,iOS,One version behind,0,Completed,0,,Not Cancelled,14.8,8.4,8.65
BK2026004387,C101007,D51058,2026-03-21 06:11:21,2026-03-21,6,Saturday,1,0,Clementi,Residential/Student,Marina Bay,Business/Leisure,5.43,8.7,JustGrab,Cash,Occasional,4.75,4.74,3,5.6,Heavy Rain,1,Medium,1.3,1,2,10.26,iOS,Current,0,Completed,0,,Not Cancelled,7.2,9.3,10.91
BK2026000030,C101639,D50721,2026-01-01 13:05:14,2026-01-01,13,Thursday,0,0,CBD,Business,Bukit Timah,Residential,14.67,33.5,JustGrab,Card,Regular,4.02,4.73,14,11.6,Light Rain,1,Severe,1.13,0,0,25.23,Android,Current,0,Customer Cancelled,1,5.4,Driver took too long,,,
BK2026004203,C100904,D50680,2026-03-17 23:57:34,2026-03-17,23,Tuesday,0,0,Orchard,Retail,Marina Bay,Business/Leisure,8.07,18.9,GrabCar Plus,GrabPay,Regular,4.68,4.76,10,1.8,Clear,0,High,1.0,0,0,17.51,iOS,Current,0,Customer Cancelled,1,0.9,Fare too high,,,
BK2026007508,C100274,D51272,2026-05-16 12:42:23,2026-05-16,12,Saturday,1,0,Jurong East,Residential/Commercial,Sentosa,Leisure,16.79,30.9,GrabCar,GrabPay,Occasional,4.67,4.58,8,2.0,Clear,0,Medium,1.0,0,0,26.55,Android,Current,0,Completed,0,,Not Cancelled,1.0,26.6,27.52
BK2026000736,C103128,D50091,2026-01-14 02:48:23,2026-01-14,2,Wednesday,0,0,Serangoon,Residential,Changi,Airport,18.52,41.6,JustGrab,Card,Regular,4.87,4.39,8,2.4,Clear,0,High,1.0,0,0,28.24,iOS,One version behind,0,Completed,0,,Not Cancelled,1.9,38.4,28.32
BK2026002068,C100342,D50070,2026-02-07 00:40:03,2026-02-07,0,Saturday,1,0,Changi,Airport,Clementi,Residential/Student,10.2,24.0,GrabCar,Corporate,High Value,5.0,4.88,11,1.0,Clear,0,High,1.0,1,5,13.25,Android,One version behind,0,Completed,0,,Not Cancelled,0.8,24.1,11.53
BK2026000107,C102760,D50451,2026-01-02 18:12:37,2026-01-02,18,Friday,0,1,Tampines,Residential,Changi,Airport,38.0,58.9,JustGrab,Cash,Occasional,5.0,4.5,3,6.7,Clear,0,Low,1.1,0,0,54.76,Android,Current,0,Customer Cancelled,1,1.5,Changed mind,,,
BK2026009645,C103162,D50847,2026-06-24 15:41:54,2026-06-24,15,Wednesday,0,0,Woodlands,Residential,Sentosa,Leisure,9.97,15.6,GrabCar,Card,Regular,4.31,4.51,13,9.4,Cloudy,0,Medium,1.0,1,5,11.98,Android,Current,0,Completed,0,,Not Cancelled,9.5,7.7,12.11
